sector_2d,sector_label,interval,start_year,end_year,n_years,years,regime_label,interpretability_label,tool_label,spec,n_obs,adj_r2,r2,top_beta,top_b,beta_x,beta_lag1,beta_lag2,b_x,b_lag1,b_lag2,b_sum,cond_scaled,mean_abs_corr,sign_x,sign_lag1,loo_runs,loo_top_beta_consistency,loo_sign_lag1_consistency
26,26 — Производство изделий из бетона для использования,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.0506992920029381,0.18631367885966132,X_n,X_n,-0.43164068258177557,,,-2.1279648519176758e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
26,26 — Производство изделий из бетона для использования,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,0.304575416815105,0.42047951401258754,Lag_1,Lag_1,,-0.6484439173996372,,,-3.1315231778426437e-06,,-3.1315231778426437e-06,1.0,0.0,,-1.0,9,1.0,1.0
26,26 — Производство изделий из бетона для использования,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.1579376874916929,0.43862512499446193,Lag_1,Lag_1,-0.14807204273289876,-0.5869644992402299,,-1.031278364858585e-06,-2.834621290477398e-06,,-2.834621290477398e-06,1.5556249317724646,0.41519936528671886,-1.0,-1.0,9,0.5555555555555556,0.7777777777777778
26,26 — Производство изделий из бетона для использования,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.5567863978502252,0.0659281612898649,Lag_1,Lag_1,,-0.30924025054383963,0.13178363104278074,,-1.590756913756218e-06,4.668486778928047e-07,-1.1239082358634134e-06,1.9322432851326432,0.5774853889624981,,-1.0,9,0.6666666666666666,0.7777777777777778
28,28 — Производство строительных металлических конструк,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.46300529837047166,0.5972539737778537,X_n,X_n,-0.7728220841680532,,,-1.319271751275115e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
28,28 — Производство строительных металлических конструк,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,0.15649954418945944,0.437666362792973,Lag_1,Lag_1,,-0.6615635742640107,,,-1.543417541655929e-05,,-1.543417541655929e-05,1.0,0.0,,-1.0,0,,
28,28 — Производство строительных металлических конструк,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,0.7229035709925349,0.9076345236641783,X_n,Lag_1,-0.6927183150759592,-0.5621125653678186,,-1.1830121978519265e-05,-1.311399882829224e-05,,-1.311399882829224e-05,1.155536857390628,0.14356630499265358,-1.0,-1.0,0,,
28,28 — Производство строительных металлических конструк,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,-0.08021765474521869,0.07409915307552684,X_n,X_n,-0.272211596144483,,,-3.531823561417119e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
28,28 — Производство строительных металлических конструк,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,0.06631911192990114,0.22193259327491754,Lag_1,Lag_1,,-0.47109722274167315,,,-8.402080784098039e-06,,-8.402080784098039e-06,1.0,0.0,,-1.0,9,1.0,0.5555555555555556
28,28 — Производство строительных металлических конструк,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.062459908714541434,0.3749732724763609,Lag_1,Lag_1,-0.4004159060174823,-0.5564917107977394,,-5.097963041675451e-06,-9.925102683883686e-06,,-9.925102683883686e-06,1.2418334683188192,0.21326447519379563,-1.0,-1.0,9,0.4444444444444444,0.8888888888888888
28,28 — Производство строительных металлических конструк,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,0.043855867392250336,0.4263135204353502,Lag_2,Lag_2,,-0.35979167245428545,0.4679792638696675,,-5.925705368320209e-06,7.678540003218546e-06,1.7528346348983373e-06,1.2654957707066243,0.23120671722213226,,-1.0,9,0.6666666666666666,0.5555555555555556
29,29 — Производство машин и оборудования для изготовлен,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_growth,interpretable,structural_m1_m2,M1_current,5,0.22494969007175614,0.4187122675538171,X_n,X_n,-0.6470797999890101,,,-3.323783988086773e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
29,29 — Производство машин и оборудования для изготовлен,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_growth,interpretable,structural_m1_m2,M1_lag1,4,-0.4230754371921637,0.05128304187189081,Lag_1,Lag_1,,-0.22645759398150225,,,-2.3059811085267483e-06,,-2.3059811085267483e-06,1.0,0.0,,-1.0,0,,
29,29 — Производство машин и оборудования для изготовлен,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_growth,interpretable,structural_m1_m2,M2_current_lag1,4,0.6402497291743511,0.880083243058117,X_n,Lag_1,-1.6841088484640825,1.1903777571757141,,-1.0939458674047682e-05,1.212142446537631e-05,,1.212142446537631e-05,3.406191237843616,0.841296779866324,-1.0,1.0,0,,
29,29 — Производство машин и оборудования для изготовлен,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M1_current,8,0.08152637270370833,0.21273689088889292,X_n,X_n,0.4612340955403152,,,1.8272548294311226e-06,,,0.0,1.0,0.0,1.0,,9,1.0,0.0
29,29 — Производство машин и оборудования для изготовлен,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M1_lag1,7,0.3445835378791514,0.4538196148992928,Lag_1,Lag_1,,0.6736613503083673,,,3.956643348737352e-06,,3.956643348737352e-06,1.0,0.0,,1.0,9,1.0,1.0
29,29 — Производство машин и оборудования для изготовлен,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M2_current_lag1,7,0.19467565266425957,0.46311710177617305,Lag_1,Lag_1,-0.1625183729032111,0.8044846458417974,,-7.396763912776005e-07,4.72501327510363e-06,,4.72501327510363e-06,3.0422224772698203,0.8049754202950483,-1.0,1.0,9,0.7777777777777778,1.0
29,29 — Производство машин и оборудования для изготовлен,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M3_lag1_lag2,6,0.179916180563088,0.5079497083378528,Lag_1,Lag_1,,0.7061840311723386,0.010630788438347194,,5.04717949519465e-06,8.260025695088336e-08,5.129779752145534e-06,2.0279083955536223,0.6087952575516747,,1.0,9,0.6666666666666666,0.8888888888888888
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",shock_transition,interpretable,phase_trajectory,M1_current,5,0.027382368532903878,0.2705367763996779,X_n,X_n,-0.5201314991419743,,,-9.338776305027207e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",shock_transition,interpretable,phase_trajectory,M1_lag1,4,0.35188438330238636,0.5679229222015909,Lag_1,Lag_1,,-0.753606609711984,,,-1.276928170820123e-05,,-1.276928170820123e-05,1.0,0.0,,-1.0,0,,
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",shock_transition,interpretable,phase_trajectory,M2_current_lag1,4,-0.06519562969635762,0.6449347901012141,Lag_1,Lag_1,-0.281889145712295,-0.7041129477866038,,-6.493938931932762e-06,-1.1930649849415911e-05,,-1.1930649849415911e-05,1.1941287224475778,0.17557845939870007,-1.0,-1.0,0,,
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M1_current,8,0.16366844924634827,0.28314438506829853,X_n,X_n,-0.5321131318322246,,,-8.598124262086221e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M1_lag1,7,0.48455372436786026,0.5704614369732168,Lag_1,Lag_1,,-0.7552889758054308,,,-1.2252160122681741e-05,,-1.2252160122681741e-05,1.0,0.0,,-1.0,9,1.0,1.0
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M2_current_lag1,7,0.47029770237000146,0.6468651349133343,Lag_1,Lag_1,-0.29530923181488317,-0.651347432354418,,-4.830957390130998e-06,-1.0566039346984675e-05,,-1.0566039346984675e-05,1.4444036547804704,0.35197525933144325,-1.0,-1.0,9,0.8888888888888888,1.0
31,"31 — Предоставление услуг по монтажу, ремонту и техни",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",monotone_growth,interpretable,structural_m1_m2,M3_lag1_lag2,6,0.29023089884032316,0.5741385393041939,Lag_1,Lag_1,,-0.7636934810181315,0.01043074667171065,,-1.1620866574916657e-05,2.0981512312816964e-07,-1.1411051451788488e-05,1.931810349645373,0.5773360155471557,,-1.0,9,1.0,1.0
36,36 — Производство мебели для офисов и предприятий тор,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.3557010420582696,0.5167757815437022,X_n,X_n,-0.7188711856401692,,,-9.611703268699606e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
36,36 — Производство мебели для офисов и предприятий тор,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,-0.4704177174783204,0.019721521681119736,Lag_1,Lag_1,,-0.14043333536279712,,,-1.8462217519117293e-06,,-1.8462217519117293e-06,1.0,0.0,,-1.0,0,,
36,36 — Производство мебели для офисов и предприятий тор,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,-0.1417683446016802,0.6194105517994399,X_n,X_n,-0.7972838269786137,-0.3300974348738644,,-1.1913271669368153e-05,-4.339660971093329e-06,,-4.339660971093329e-06,1.2744746064418178,0.23788780493618952,-1.0,-1.0,0,,
36,36 — Производство мебели для офисов и предприятий тор,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.25750106914632054,0.3635723449825605,X_n,X_n,-0.6029696053554944,,,-7.693798059057536e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
36,36 — Производство мебели для офисов и предприятий тор,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.06329504917838791,0.11392079235134334,Lag_1,Lag_1,,-0.33752154353662067,,,-4.549634536340694e-06,,-4.549634536340694e-06,1.0,0.0,,-1.0,9,1.0,1.0
36,36 — Производство мебели для офисов и предприятий тор,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.2720298307107728,0.5146865538071819,X_n,X_n,-0.6348213740828258,-0.3847699883424359,,-8.454482169833546e-06,-5.186521752559541e-06,,-5.186521752559541e-06,1.077416263776479,0.07442793632158157,-1.0,-1.0,9,0.8888888888888888,1.0
36,36 — Производство мебели для офисов и предприятий тор,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.5604936412440338,0.06370381525357971,Lag_1,Lag_1,,-0.22973904722053143,-0.09346092721879286,,-2.6732429898810698e-06,-1.1358224674146532e-06,-3.809065457295723e-06,1.0523384130392246,0.050970538635207105,,-1.0,9,0.5555555555555556,1.0
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,-0.1873879572974655,0.10945903202690077,X_n,X_n,-0.3308459339736559,,,-9.733705032626206e-07,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,0.875940417814651,0.917293611876434,Lag_1,Lag_1,,-0.9577544632505948,,,-2.6744590146918325e-06,,-2.6744590146918325e-06,1.0,0.0,,-1.0,0,,
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,0.9959646542173287,0.9986548847391096,Lag_1,Lag_1,-0.4149242232384057,-0.6564226890094463,,-8.710332718378161e-07,-1.833012160665052e-06,,-1.833012160665052e-06,2.5110733814114883,0.7262332670994973,-1.0,-1.0,0,,
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,-0.09773813528666397,0.05908159832571669,X_n,X_n,-0.2430670654895818,,,-6.736673315180325e-07,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,0.011760582165739941,0.17646715180478323,Lag_1,Lag_1,,-0.42007993501806706,,,-1.3043195600932316e-06,,-1.3043195600932316e-06,1.0,0.0,,-1.0,9,1.0,1.0
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,-0.008627033382472504,0.3275819777450183,X_n,X_n,-0.521605984927743,-0.07228980063785578,,-1.3342446864440028e-06,-2.2445490276306776e-07,,-2.2445490276306776e-07,2.236475575896301,0.666767913769989,-1.0,-1.0,9,1.0,0.4444444444444444
40,40 — Производство пара и горячей воды (тепловой энерг,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.05638926021119528,0.3661664438732829,Lag_1,Lag_1,,-0.8785339098175954,0.7251955774160411,,-2.838921874633603e-06,2.194769590815457e-06,-6.441522838181461e-07,2.5371929786245664,0.7310869488266483,,-1.0,9,0.3333333333333333,1.0
41,41 — Распределение воды,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,-0.05198900323497346,0.2110082475737698,X_n,X_n,-0.45935634051765273,,,-9.247985849101791e-07,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
41,41 — Распределение воды,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.3695726813443767,0.08695154577041553,Lag_1,Lag_1,,-0.29487547502363687,,,-6.696283328830291e-07,,-6.696283328830291e-07,1.0,0.0,,-1.0,0,,
41,41 — Распределение воды,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,-0.23640621118021787,0.5878645962732607,X_n,X_n,-1.8773219700982327,1.4439243204993144,,-6.059055721810623e-06,3.278986275368303e-06,,3.278986275368303e-06,5.109305517934276,0.9262128836813047,-1.0,1.0,0,,
41,41 — Распределение воды,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_current,8,0.04900794421633303,0.1848639521854284,X_n,X_n,-0.42995808189337253,,,-6.61592273262309e-07,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
41,41 — Распределение воды,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,7,-0.14340373486838098,0.04716355427634922,Lag_1,Lag_1,,-0.2171717161058257,,,-3.7159646328266935e-07,,-3.7159646328266935e-07,1.0,0.0,,-1.0,9,1.0,0.6666666666666666
41,41 — Распределение воды,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,7,-0.022760661930065984,0.3181595587132894,X_n,X_n,-1.4276968071392564,1.1122349818909476,,-2.902655825606251e-06,1.9031142407538138e-06,,1.9031142407538138e-06,5.29628840875387,0.9311547741432364,-1.0,1.0,9,0.7777777777777778,1.0
41,41 — Распределение воды,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M3_lag1_lag2,6,-0.4011842823072236,0.15928943061566592,Lag_2,Lag_2,,-0.291313621585674,0.6462489193611849,,-5.743257400568869e-07,1.0323119649834366e-06,4.5798622492654975e-07,4.648323446516957,0.9115314776051745,,-1.0,9,0.5555555555555556,0.3333333333333333
45,45 — Строительство зданий и сооружений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_decline,interpretable,structural_m1_m2,M1_current,5,0.48741429989081053,0.6155607249181079,X_n,X_n,-0.7845767807666166,,,-7.328260425629526e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
45,45 — Строительство зданий и сооружений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_decline,interpretable,structural_m1_m2,M1_lag1,4,-0.4105594445882925,0.059627036941138245,Lag_1,Lag_1,,-0.24418647984918834,,,-2.7846497031929727e-06,,-2.7846497031929727e-06,1.0,0.0,,-1.0,0,,
45,45 — Строительство зданий и сооружений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",monotone_decline,interpretable,structural_m1_m2,M2_current_lag1,4,0.5609655329780149,0.8536551776593383,X_n,X_n,-1.3704179081531005,0.7969749400413672,,-1.9950436360574692e-05,9.088529518952396e-06,,9.088529518952396e-06,2.7063477820147708,0.7597400863607511,-1.0,1.0,0,,
45,45 — Строительство зданий и сооружений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",collapse_like,low_dispersion,do_not_read_regression,M1_current,8,0.24875109891629,0.3560723704996772,X_n,X_n,-0.5967179991417031,,,-5.843125657692495e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
45,45 — Строительство зданий и сооружений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",collapse_like,low_dispersion,do_not_read_regression,M1_lag1,7,-0.13588832718607446,0.05342639401160454,Lag_1,Lag_1,,0.23114150214014886,,,2.2369812538990357e-06,,2.2369812538990357e-06,1.0,0.0,,1.0,9,1.0,0.8888888888888888
45,45 — Строительство зданий и сооружений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",collapse_like,low_dispersion,do_not_read_regression,M2_current_lag1,7,0.8395006284524688,0.8930004189683125,X_n,X_n,-1.1719589130320482,0.9618354660392296,,-1.6653968263191784e-05,9.308617824766082e-06,,9.308617824766082e-06,2.0764910580008054,0.6234808710218831,-1.0,1.0,9,1.0,1.0
45,45 — Строительство зданий и сооружений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",collapse_like,low_dispersion,do_not_read_regression,M3_lag1_lag2,6,0.30133410706475816,0.5808004642388549,Lag_1,Lag_1,,0.9175199162090935,-0.7531019765629662,,1.349588697644746e-05,-9.185087774389425e-06,4.310799202058034e-06,1.9977903707665177,0.5992920585029106,,1.0,9,0.3333333333333333,0.8888888888888888
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,0.7799436275170779,0.8349577206378084,X_n,X_n,-0.9137602095942942,,,-1.015203859271412e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,0.15872229291764828,0.4391481952784322,Lag_1,Lag_1,,-0.6626825750526664,,,-5.679897526292251e-06,,-5.679897526292251e-06,1.0,0.0,,-1.0,0,,
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,0.09902377515924299,0.6996745917197477,X_n,X_n,-1.721287138766435,0.9811857340406819,,-2.3910668091960257e-05,8.409809814552617e-06,,8.409809814552617e-06,6.592942139464906,0.9550227106625752,-1.0,1.0,0,,
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.38816540388918075,0.47557034619072636,X_n,X_n,-0.6896160860875605,,,-1.2226464008613495e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.1804117371643712,0.016323552363023963,Lag_1,Lag_1,,-0.12776365822495844,,,-2.137135044351621e-06,,-2.137135044351621e-06,1.0,0.0,,-1.0,9,1.0,1.0
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.5529630720330273,0.7019753813553515,X_n,X_n,-1.1944086168477748,0.7330267430969228,,-3.0085746102658633e-05,1.2261523839283267e-05,,1.2261523839283267e-05,2.4820016413615744,0.7206833483784117,-1.0,1.0,9,1.0,1.0
50,"50 — Оптовая торговля автомобильными деталями, узлами",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.3909035588798131,0.1654578646721122,Lag_2,Lag_2,,0.5287029034830784,-0.718324049106085,,1.3361788690172635e-05,-1.5500977977381204e-05,-2.1391892872085687e-06,3.275744798774397,0.8295043416490872,,1.0,9,0.5555555555555556,0.8888888888888888
51,51 — Прочая оптовая торговля,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,0.16146989104588172,0.37110241828441126,X_n,X_n,-0.609181761286738,,,-1.0657515368217972e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
51,51 — Прочая оптовая торговля,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.16550516066589638,0.22299655955606912,Lag_1,Lag_1,,0.4722251153380878,,,8.296036299432569e-06,,8.296036299432569e-06,1.0,0.0,,1.0,0,,
51,51 — Прочая оптовая торговля,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,0.5165492185359325,0.8388497395119775,X_n,X_n,-0.7877880684464698,0.5411951148357856,,-1.6455226283045806e-05,9.507699128918214e-06,,9.507699128918214e-06,1.0917409705056313,0.08754892624066718,-1.0,1.0,0,,
51,51 — Прочая оптовая торговля,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.42710761955923404,0.5089493881936292,X_n,X_n,-0.713406888243749,,,-1.2339562017281619e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
51,51 — Прочая оптовая торговля,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.19875120442924343,0.0010406629756304353,Lag_1,Lag_1,,0.032259308356357486,,,5.704809648892028e-07,,5.704809648892028e-07,1.0,0.0,,1.0,9,1.0,0.4444444444444444
51,51 — Прочая оптовая торговля,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.4077569194916736,0.6051712796611157,X_n,X_n,-0.7828277088027358,0.1254719951744963,,-1.4848797400974727e-05,2.218875373365349e-06,,2.218875373365349e-06,1.1270902936432852,0.11907177756993191,-1.0,1.0,9,1.0,0.6666666666666666
51,51 — Прочая оптовая торговля,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.5031117294420198,0.09813296233478819,Lag_2,Lag_2,,-0.2159745498696497,0.38936819996310146,,-4.289544039237839e-06,1.1065464310943844e-05,6.7759202717060055e-06,1.9853892833490068,0.5952867586781898,,-1.0,9,0.6666666666666666,0.6666666666666666
52,52 — Розничная торговля в неспециализированных магази,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,-0.27555663766079164,0.04333252175440627,X_n,X_n,0.20816465058795697,,,1.2463288024505448e-06,,,0.0,1.0,0.0,1.0,,6,1.0,0.0
