sector_2d,sector_label,interval,start_year,end_year,n_years,years,regime_label,interpretability_label,tool_label,spec,n_obs,adj_r2,r2,top_beta,top_b,beta_x,beta_lag1,beta_lag2,b_x,b_lag1,b_lag2,b_sum,cond_scaled,mean_abs_corr,sign_x,sign_lag1,loo_runs,loo_top_beta_consistency,loo_sign_lag1_consistency
52,52 — Розничная торговля в неспециализированных магази,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.4448840783745389,0.036743947750307315,Lag_1,Lag_1,,-0.19168710898312255,,,-1.3588049820610021e-06,,-1.3588049820610021e-06,1.0,0.0,,-1.0,0,,
52,52 — Розничная торговля в неспециализированных магази,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,-1.8847704967444665,0.03840983441851109,X_n,X_n,-0.1177987288558339,-0.08118528161431049,,-6.966455265388794e-07,-5.754949600563058e-07,,-5.754949600563058e-07,5.593507738845895,0.9380561950209834,-1.0,-1.0,0,,
52,52 — Розничная торговля в неспециализированных магази,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_current,8,0.1400712744904189,0.2629182352775019,X_n,X_n,-0.5127555316888374,,,-3.174466385529715e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
52,52 — Розничная торговля в неспециализированных магази,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,7,0.500882320268193,0.5840686002234942,Lag_1,Lag_1,,-0.7642438094112994,,,-5.035311607857176e-06,,-5.035311607857176e-06,1.0,0.0,,-1.0,9,1.0,1.0
52,52 — Розничная торговля в неспециализированных магази,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,7,0.380745649184998,0.587163766123332,Lag_1,Lag_1,0.18173483966002935,-0.9372535953958466,,1.3550617577996313e-06,-6.175207244449834e-06,,-6.175207244449834e-06,6.376375121520491,0.9519901979620213,1.0,-1.0,9,0.5555555555555556,0.8888888888888888
52,52 — Розничная торговля в неспециализированных магази,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M3_lag1_lag2,6,0.6607433327374845,0.7964459996424907,Lag_1,Lag_1,,-0.8304560138968626,-0.06405697672751748,,-6.5852751427992104e-06,-4.948385650263541e-07,-7.080113707825565e-06,7.509563009545939,0.9651528705377387,,-1.0,9,0.2222222222222222,0.8888888888888888
55,55 — Деятельность ресторанов,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.6098776281589593,0.7074082211192194,X_n,X_n,-0.8410756334118943,,,-2.414001666495795e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
55,55 — Деятельность ресторанов,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,-0.37513547643431844,0.08324301571045445,Lag_1,Lag_1,,-0.2885186574737487,,,-7.70746205478513e-06,,-7.70746205478513e-06,1.0,0.0,,-1.0,0,,
55,55 — Деятельность ресторанов,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,0.9757759579749585,0.9919253193249862,X_n,X_n,-0.9654226412776249,-0.4413537734547742,,-3.7429039220871624e-05,-1.179028590880097e-05,,-1.179028590880097e-05,1.1731022947902652,0.15830902388902537,-1.0,-1.0,0,,
55,55 — Деятельность ресторанов,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_current,8,0.5009705719844473,0.5722604902723833,X_n,X_n,-0.756479008480991,,,-2.700548554680811e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
55,55 — Деятельность ресторанов,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_lag1,7,-0.029207089715249213,0.14232742523729236,Lag_1,Lag_1,,-0.37726307165861384,,,-1.3308716539023062e-05,,-1.3308716539023062e-05,1.0,0.0,,-1.0,9,1.0,1.0
55,55 — Деятельность ресторанов,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M2_current_lag1,7,0.5370385950094104,0.691359063339607,X_n,X_n,-0.7425090536964214,-0.32942943580641276,,-2.8483831663530277e-05,-1.1621288459224529e-05,,-1.1621288459224529e-05,1.066637270579618,0.06442161966116294,-1.0,-1.0,9,1.0,1.0
55,55 — Деятельность ресторанов,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M3_lag1_lag2,6,-0.49136222952541164,0.10518266228475304,Lag_1,Lag_1,,-0.3265877372242677,0.012580977330907475,,-1.2220549903747324e-05,1.340981930613106e-06,-1.0879567973134218e-05,1.223449752458839,0.19898408650924412,,-1.0,9,0.4444444444444444,0.8888888888888888
60,60 — Деятельность автомобильного грузового неспециали,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.2609816072365667,0.445736205427425,X_n,X_n,-0.6676347844648487,,,-8.78917433354794e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
60,60 — Деятельность автомобильного грузового неспециали,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,-0.31171319979490364,0.1255245334700642,Lag_1,Lag_1,,0.3542944163687372,,,4.0539443488903525e-06,,4.0539443488903525e-06,1.0,0.0,,1.0,0,,
60,60 — Деятельность автомобильного грузового неспециали,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,-1.0171553029511253,0.3276148990162915,X_n,X_n,-0.5076155919624243,0.11853347037229893,,-4.620357411912847e-06,1.3562959791893086e-06,,1.3562959791893086e-06,1.6536212526277807,0.4644478020956657,-1.0,1.0,0,,
60,60 — Деятельность автомобильного грузового неспециали,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.4385502319044371,0.5187573416323746,X_n,X_n,-0.7202481111619627,,,-1.0786003103799693e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
60,60 — Деятельность автомобильного грузового неспециали,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.09224698031264644,0.08979418307279452,Lag_1,Lag_1,,-0.2996567754495039,,,-3.7960433671185232e-06,,-3.7960433671185232e-06,1.0,0.0,,-1.0,9,1.0,0.6666666666666666
60,60 — Деятельность автомобильного грузового неспециали,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.4671862310676751,0.6447908207117834,X_n,X_n,-0.7585172104753297,-0.4423162334194774,,-1.0206939167892317e-05,-5.603249255826692e-06,,-5.603249255826692e-06,1.2096640199535649,0.18807675818004857,-1.0,-1.0,9,1.0,0.8888888888888888
60,60 — Деятельность автомобильного грузового неспециали,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.36927434238863865,0.1784353945668169,Lag_1,Lag_1,,-0.3376145661241133,0.2119622299341714,,-4.561302118699171e-06,3.0977506114057604e-06,-1.4635515072934103e-06,1.1471360796562926,0.13641275327563115,,-1.0,9,0.5555555555555556,0.7777777777777778
63,63 — Хранение и складирование зерна,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,-0.08727649185922637,0.1845426311055801,X_n,X_n,-0.42958425379147713,,,-2.662443832942571e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
63,63 — Хранение и складирование зерна,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,0.22385457491123284,0.4825697166074886,Lag_1,Lag_1,,-0.694672380772036,,,-5.948295189217121e-06,,-5.948295189217121e-06,1.0,0.0,,-1.0,0,,
63,63 — Хранение и складирование зерна,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,0.4334054062517947,0.8111351354172649,X_n,X_n,-1.1901067987500467,0.3482987471223591,,-7.463033858678259e-06,2.982389712422099e-06,,2.982389712422099e-06,3.8957668026970516,0.8763676747244984,-1.0,1.0,0,,
63,63 — Хранение и складирование зерна,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.11983770084613454,0.24557517215382962,X_n,X_n,-0.4955554178432817,,,-3.2418623357592482e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
63,63 — Хранение и складирование зерна,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,0.4460239312915927,0.5383532760763272,Lag_1,Lag_1,,-0.7337256136161031,,,-4.631079433939235e-06,,-4.631079433939235e-06,1.0,0.0,,-1.0,9,1.0,1.0
63,63 — Хранение и складирование зерна,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.5710013295061345,0.714000886337423,X_n,X_n,-0.6697011610315764,-0.2113732087915962,,-5.019443052165577e-06,-1.3341310456590852e-06,,-1.3341310456590852e-06,2.844295069588121,0.7799783473869141,-1.0,-1.0,9,1.0,0.5555555555555556
63,63 — Хранение и складирование зерна,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.05060113778697306,0.3696393173278162,Lag_1,Lag_1,,-0.6977728137475695,0.12100171926052342,,-4.142888735200474e-06,6.149910917573962e-07,-3.527897643443078e-06,2.852028546037866,0.781039482435444,,-1.0,9,0.8888888888888888,1.0
64,64 — Деятельность в области электросвязи,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.5699287492098847,0.6774465619074135,X_n,X_n,-0.8230714196881173,,,-5.637765996431393e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
64,64 — Деятельность в области электросвязи,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,0.41253388446235806,0.6083559229749054,Lag_1,Lag_1,,-0.7799717449849741,,,-5.031356858619074e-06,,-5.031356858619074e-06,1.0,0.0,,-1.0,0,,
64,64 — Деятельность в области электросвязи,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,0.41033938243234525,0.8034464608107817,X_n,X_n,-0.9349314789641467,0.04404666046614869,,-1.0502146037608261e-05,2.84131404324007e-07,,2.84131404324007e-07,3.9823127368330997,0.8813676980521503,-1.0,1.0,0,,
64,64 — Деятельность в области электросвязи,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.5636255217497588,0.6259647329283647,X_n,X_n,-0.7911793304481387,,,-5.584105939860228e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
64,64 — Деятельность в области электросвязи,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,0.26994368791306667,0.3916197399275555,Lag_1,Lag_1,,-0.6257952859582403,,,-3.986824834745717e-06,,-3.986824834745717e-06,1.0,0.0,,-1.0,9,1.0,1.0
64,64 — Деятельность в области электросвязи,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.6042743517370291,0.7361829011580194,X_n,X_n,-1.2596660099344694,0.48874286742806894,,-1.437335455491841e-05,3.113689485026071e-06,,3.113689485026071e-06,4.044675092310037,0.884788622219226,-1.0,1.0,9,1.0,1.0
64,64 — Деятельность в области электросвязи,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.43458468621127144,0.13924918827323718,Lag_1,Lag_1,,-0.7770664115682296,0.5302381202418096,,-7.230310984232281e-06,2.9448354531968872e-06,-4.2854755310353934e-06,4.476838708755279,0.9049523839149753,,-1.0,9,0.4444444444444444,0.3333333333333333
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,-0.11961350353757894,0.1602898723468157,X_n,X_n,-0.4003621764687767,,,-1.9310401110497722e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.2216612096807522,0.18555919354616524,Lag_1,Lag_1,,-0.4307658221657853,,,-2.728514480624627e-06,,-2.728514480624627e-06,1.0,0.0,,-1.0,0,,
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,0.40188281023935635,0.8006276034131188,X_n,X_n,-3.430883478928866,2.9092780452287856,,-2.5123769335599373e-05,1.8427662702346532e-05,,1.8427662702346532e-05,8.633491041483348,0.9735229680366015,-1.0,1.0,0,,
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_current,8,0.3271026354279837,0.42323083036684317,X_n,X_n,-0.6505619343051384,,,-4.868060060144695e-06,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,7,0.3977241539331854,0.49810346161098784,Lag_1,Lag_1,,-0.7057644519320792,,,-5.835427880835313e-06,,-5.835427880835313e-06,1.0,0.0,,-1.0,9,1.0,1.0
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,7,0.285783879672296,0.5238559197815307,X_n,X_n,-0.9490831368925956,0.22965328499797644,,-9.272173296648955e-06,1.8988278292196682e-06,,1.8988278292196682e-06,11.743214614432445,0.9856014721668299,-1.0,1.0,9,0.7777777777777778,0.7777777777777778
70,70 — Сдача внаем собственного нежилого недвижимого им,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",plateau_like,low_dispersion,do_not_read_regression,M3_lag1_lag2,6,-0.11714628888823753,0.3297122266670576,Lag_1,Lag_1,,-0.3490415235732416,-0.2267140266542259,,-3.3576126198590388e-06,-1.980581413121476e-06,-5.338194032980515e-06,13.289239585939685,0.9887389853126368,,-1.0,9,0.4444444444444444,0.5555555555555556
72,72 — Разработка программного обеспечения,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.7052138246183682,0.7789103684637761,X_n,X_n,-0.8825589886595546,,,-1.476197992572456e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
72,72 — Разработка программного обеспечения,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,-0.4786646453121841,0.014223569791877222,Lag_1,Lag_1,,0.11926260852369969,,,1.4037106320865916e-06,,1.4037106320865916e-06,1.0,0.0,,1.0,0,,
72,72 — Разработка программного обеспечения,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,-0.22779599220046376,0.5907346692665121,X_n,X_n,-0.7659914600905879,0.01811016190437255,,-2.0646680279972912e-05,2.1315504606731849e-07,,2.1315504606731849e-07,1.142055843201528,0.13205427460949068,-1.0,1.0,0,,
72,72 — Разработка программного обеспечения,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.6632794951770931,0.7113824244375083,X_n,X_n,-0.8434348963835372,,,-1.603617095745241e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
72,72 — Разработка программного обеспечения,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.1999128565919377,7.2619506718552e-05,Lag_1,Lag_1,,0.008521707969556258,,,1.3457930138922915e-07,,1.3457930138922915e-07,1.0,0.0,,1.0,9,1.0,0.6666666666666666
72,72 — Разработка программного обеспечения,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.4856176889327596,0.6570784592885064,X_n,X_n,-0.8336641828705307,-0.18638886131646681,,-2.2321365141481103e-05,-2.9435510853360967e-06,,-2.9435510853360967e-06,1.2689696782197823,0.2337998600526332,-1.0,-1.0,9,1.0,0.5555555555555556
72,72 — Разработка программного обеспечения,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.594612917927962,0.043232249243222776,Lag_1,Lag_1,,-0.21096370214961982,-0.1182450806460213,,-5.621552579897366e-06,-2.049233200546581e-06,-7.670785780443947e-06,1.3714617012657155,0.3057742361983689,,-1.0,9,0.1111111111111111,0.3333333333333333
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_current,5,0.5972160300478404,0.6979120225358802,X_n,X_n,-0.8354112894472279,,,-1.2198273807214334e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M1_lag1,4,-0.07451945559409112,0.2836536962706059,Lag_1,Lag_1,,-0.5325914909859206,,,-6.2478467038679236e-06,,-6.2478467038679236e-06,1.0,0.0,,-1.0,0,,
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,4,0.45388399803178936,0.8179613326772631,X_n,X_n,-1.0646176261324998,0.24142598521557984,,-3.1959525493539745e-05,2.8321754505783086e-06,,2.8321754505783086e-06,2.5153582985294483,0.7270380061368327,-1.0,1.0,0,,
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_current,8,0.46412477732169954,0.5406783805614568,X_n,X_n,-0.7353083574674348,,,-1.3376168904524156e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M1_lag1,7,-0.05986519035815929,0.1167790080348673,Lag_1,Lag_1,,-0.34172943688665025,,,-5.719823209855992e-06,,-5.719823209855992e-06,1.0,0.0,,-1.0,9,1.0,1.0
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M2_current_lag1,7,0.3518574124583732,0.5679049416389155,X_n,X_n,-0.8068106567353309,0.1052800733227493,,-2.2389817190411e-05,1.7621642794751215e-06,,1.7621642794751215e-06,1.8667508339013645,0.5540451238189809,-1.0,1.0,9,1.0,0.6666666666666666
74,"74 — Деятельность в области архитектуры, инженерно те",2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",oscillatory,interpretable,structural_m1_m2,M3_lag1_lag2,6,-0.18751797314430152,0.28748921611341915,Lag_2,Lag_1,,-0.636541646858074,0.7341266095061161,,-1.6596107911256592e-05,1.479504809542308e-05,-1.8010598158335118e-06,2.392610513636063,0.7025838800175438,,-1.0,9,0.5555555555555556,0.6666666666666666
85,85 — Деятельность санаторно-курортных учреждений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,0.3932208977881143,0.5449156733410857,X_n,X_n,-0.7381840375821505,,,-4.4496071860672165e-06,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
85,85 — Деятельность санаторно-курортных учреждений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.4991906547534066,0.0005395634977289898,Lag_1,Lag_1,,-0.023228506145017314,,,-1.81158301833003e-07,,-1.81158301833003e-07,1.0,0.0,,-1.0,0,,
85,85 — Деятельность санаторно-курортных учреждений,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,-0.23489099949289094,0.588369666835703,X_n,X_n,-1.1197690466694545,0.7928919595590633,,-8.526420831281602e-06,6.18373648455962e-06,,6.18373648455962e-06,2.524960890102077,0.7288292779046537,-1.0,1.0,0,,
85,85 — Деятельность санаторно-курортных учреждений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_current,8,0.32420246884049586,0.4207449732918537,X_n,X_n,-0.648648574570124,,,-1.0579203324223577e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
85,85 — Деятельность санаторно-курортных учреждений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_lag1,7,-0.14545212705029953,0.04545656079141702,Lag_1,Lag_1,,-0.21320544268713434,,,-3.901484209160136e-06,,-3.901484209160136e-06,1.0,0.0,,-1.0,9,1.0,0.6666666666666666
85,85 — Деятельность санаторно-курортных учреждений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M2_current_lag1,7,0.6676229081301102,0.7784152720867401,X_n,X_n,-0.9559356845925981,-0.6384751474418902,,-1.6329395258367532e-05,-1.1683569960927828e-05,,-1.1683569960927828e-05,1.613312537486627,0.44487271644848986,-1.0,-1.0,9,1.0,0.8888888888888888
85,85 — Деятельность санаторно-курортных учреждений,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M3_lag1_lag2,6,-0.11660812637296303,0.33003512417622227,Lag_2,Lag_2,,-0.163753669463155,0.5251670376988207,,-3.094157466480817e-06,1.7927864588055568e-05,1.483370712157475e-05,1.1744389035660403,0.15941901568137415,,-1.0,9,1.0,0.7777777777777778
93,93 — Организация похорон и предоставление связанных с,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_current,5,-0.29021559247393647,0.03233830564454754,X_n,X_n,-0.17982854513271027,,,-1.2288757479462211e-05,,,0.0,1.0,0.0,-1.0,,6,1.0,0.0
93,93 — Организация похорон и предоставление связанных с,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M1_lag1,4,-0.3687464886031331,0.08750234093124465,Lag_1,Lag_1,,0.29580794602451765,,,8.593909536405217e-06,,8.593909536405217e-06,1.0,0.0,,1.0,0,,
93,93 — Организация похорон и предоставление связанных с,2014-2019,2014,2019,6,"2014,2015,2016,2017,2018,2019",plateau_like,low_dispersion,do_not_read_regression,M2_current_lag1,4,0.980987582911902,0.9936625276373007,X_n,X_n,-1.0002432918964994,0.6029340704064879,,-2.1048219068187702e-05,1.7516638505242984e-05,,1.7516638505242984e-05,1.3733961722874626,0.3070514212593691,-1.0,1.0,0,,
93,93 — Организация похорон и предоставление связанных с,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_current,8,0.25446123060741954,0.3609667690920739,X_n,X_n,-0.6008051007540415,,,-5.180554311400377e-05,,,0.0,1.0,0.0,-1.0,,9,1.0,0.0
93,93 — Организация похорон и предоставление связанных с,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M1_lag1,7,-0.029407808097000165,0.14216015991916642,Lag_1,Lag_1,,-0.37704132388793454,,,-3.191555966004378e-05,,-3.191555966004378e-05,1.0,0.0,,-1.0,9,1.0,1.0
93,93 — Организация похорон и предоставление связанных с,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M2_current_lag1,7,0.21317761465429053,0.4754517431028603,X_n,X_n,-0.6278179007338577,-0.13033556129173304,,-5.4657632673838085e-05,-1.1032563591008303e-05,,-1.1032563591008303e-05,1.5148142858642617,0.39295751571885196,-1.0,-1.0,9,0.8888888888888888,0.7777777777777778
93,93 — Организация похорон и предоставление связанных с,2014-2022,2014,2022,9,"2014,2015,2016,2017,2018,2019,2020,2021,2022",shock_transition,interpretable,phase_trajectory,M3_lag1_lag2,6,-0.27931038580486045,0.23241376851708373,Lag_2,Lag_2,,0.08207679387311112,-0.5440070547107603,,6.995340498581848e-06,-9.18502363903358e-05,-8.485489589175394e-05,2.8953728051099885,0.7868527284463854,,1.0,9,1.0,0.3333333333333333
